"_id","Date","Description","Deposits","Withdrawls","Balance"
"62695b3cf0cccaf060f180c7","29-Oct-2020","ATM",0,"111,038.72","444,154.90"
"62695b3cf0cccaf060f180ca","29-Oct-2020","ATM","147,607.90",0,"1,105,202.81"
"62695b3cf0cccaf060f180d6","29-Oct-2020","ATM",0,3.67,18.33
"62695b3cf0cccaf060f180de","29-Oct-2020","ATM",0,"20,879.76","62,639.29"
"62695b3cf0cccaf060f180e7","29-Oct-2020","ATM",0,"97,634.79","390,539.15"
"62695b3cf0cccaf060f180ea","29-Oct-2020","ATM","2,002,231.75",0,"2,349,377.66"
"62695b3cf0cccaf060f18100","29-Oct-2020","ATM",0,"241,269.97","1,447,619.83"
"62695b3cf0cccaf060f18103","29-Oct-2020","ATM",0,"358,722.23","2,511,055.60"
"62695b3cf0cccaf060f18108","29-Oct-2020","ATM","590,002.20",0,"869,008.38"
"62695b3cf0cccaf060f18131","30-Oct-2020","ATM",358.79,0,358.79
"62695b3cf0cccaf060f18145","31-Oct-2020","ATM","1,515.96",0,"1,800,852.96"
"62695b3cf0cccaf060f18167","01-Nov-2020","ATM","299,058.50",0,"320,977.27"
"62695b3cf0cccaf060f18199","02-Nov-2020","ATM","8,244.00",0,"256,496.54"
"62695b3cf0cccaf060f181a5","02-Nov-2020","ATM","11,600.77",0,"88,187.16"
"62695b3cf0cccaf060f181b2","02-Nov-2020","ATM",0,"26,572.44","212,579.51"
"62695b3cf0cccaf060f181bc","03-Nov-2020","ATM",0.1,0,96.8
"62695b3cf0cccaf060f181c0","03-Nov-2020","ATM",0,8.07,56.46
"62695b3cf0cccaf060f181ca","03-Nov-2020","ATM","12,843.50",0,"12,843.50"
"62695b3cf0cccaf060f181de","05-Nov-2020","ATM",0,"95,682.46","765,459.68"
"62695b3cf0cccaf060f18212","05-Nov-2020","ATM",0,"93,582.76","374,331.02"
"62695b3cf0cccaf060f18217","05-Nov-2020","ATM","27,915.00",0,"346,689.72"
"62695b3cf0cccaf060f18226","08-Nov-2020","ATM","123,219.00",0,"126,997.00"
"62695b3cf0cccaf060f18228","08-Nov-2020","ATM",0,"11,905.97","83,341.78"
"62695b3cf0cccaf060f18233","11-Nov-2020","ATM",0,"1,232.30",0
"62695b3cf0cccaf060f18237","12-Nov-2020","ATM",793.22,0,909.65
"62695b3cf0cccaf060f1823a","14-Nov-2020","ATM",2,0,"17,144.46"
"62695b3cf0cccaf060f1823c","14-Nov-2020","ATM",0,"4,286.62","12,859.84"
"62695b3cf0cccaf060f18240","14-Nov-2020","ATM","163,319.50",0,"169,492.23"
"62695b3cf0cccaf060f1824e","14-Nov-2020","ATM",0,"94,598.73","662,191.08"
"62695b3cf0cccaf060f1825e","14-Nov-2020","ATM",0,"110,363.80","441,455.20"
"62695b3cf0cccaf060f1826c","14-Nov-2020","ATM",396.8,0,"268,222.43"
"62695b3cf0cccaf060f182a9","16-Nov-2020","ATM",0,"297,812.68","1,191,250.70"
"62695b3cf0cccaf060f182ab","16-Nov-2020","ATM",0,"111,679.75","781,758.27"
"62695b3cf0cccaf060f182ac","16-Nov-2020","ATM",5,0,"781,763.27"
"62695b3cf0cccaf060f182b4","18-Nov-2020","ATM",0,69.29,346.42
"62695b3cf0cccaf060f182ed","20-Nov-2020","ATM",0,"1,838.75","12,871.25"
"62695b3cf0cccaf060f18300","20-Nov-2020","ATM",0,"21,959.06","43,918.11"
"62695b3cf0cccaf060f18322","21-Nov-2020","ATM","18,330.00",0,"205,409.42"
"62695b3cf0cccaf060f1832b","21-Nov-2020","ATM",261.8,0,"30,932.95"
"62695b3cf0cccaf060f1833a","22-Nov-2020","ATM","278,899.80",0,"2,410,671.26"
"62695b3cf0cccaf060f1835e","26-Nov-2020","ATM",2.71,0,"1,017,068.09"
"62695b3cf0cccaf060f18370","26-Nov-2020","ATM","211,308.00",0,"2,037,495.65"
"62695b3cf0cccaf060f18373","27-Nov-2020","ATM","448,867.50",0,"2,486,693.45"
"62695b3cf0cccaf060f1837b","28-Nov-2020","ATM","1,543,674.00",0,"8,272,015.59"
"62695b3cf0cccaf060f18388","29-Nov-2020","ATM",0,"459,737.81","3,677,902.48"
"62695b3cf0cccaf060f18398","30-Nov-2020","ATM",0,"12,668.93","114,020.38"
"62695b3cf0cccaf060f1839b","30-Nov-2020","ATM",392.9,0,"114,413.28"
"62695b3cf0cccaf060f183ac","30-Nov-2020","ATM","127,538.00",0,"545,053.27"
"62695b3cf0cccaf060f183d7","01-Dec-2020","ATM","19,101.00",0,"537,231.55"
"62695b3cf0cccaf060f183dc","01-Dec-2020","ATM","1,384.00",0,"200,358.65"
"62695b3cf0cccaf060f183de","01-Dec-2020","ATM","21,834.50",0,"182,121.42"
"62695b3cf0cccaf060f183ec","01-Dec-2020","ATM",0,"33,209.00","265,672.03"
"62695b3cf0cccaf060f183f0","01-Dec-2020","ATM","3,338.88",0,"384,720.57"
"62695b3cf0cccaf060f183f3","01-Dec-2020","ATM","93,656.00",0,"286,044.28"
"62695b3cf0cccaf060f183f6","01-Dec-2020","ATM",0,"1,506.46","9,038.74"
"62695b3cf0cccaf060f18404","01-Dec-2020","ATM",0,"1,998.01","1,998.01"
"62695b3cf0cccaf060f18408","01-Dec-2020","ATM",0,"9,051.92",0
"62695b3cf0cccaf060f1840b","02-Dec-2020","ATM",0,693.85,"5,550.81"
"62695b3cf0cccaf060f1840d","02-Dec-2020","ATM",0,277.54,"2,497.86"
"62695b3cf0cccaf060f18421","02-Dec-2020","ATM",356.15,0,"387,283.88"
"62695b3cf0cccaf060f18441","02-Dec-2020","ATM",0,"23,036.30","184,290.39"
"62695b3cf0cccaf060f18450","02-Dec-2020","ATM",6.66,0,"17,983.08"
"62695b3cf0cccaf060f18452","02-Dec-2020","ATM","25,711.10",0,"43,694.18""_id","Date","Description","Deposits","Withdrawls","Balance"
"62695b3cf0cccaf060f18454","02-Dec-2020","ATM",0,"6,068.64","30,343.18"
"62695b3cf0cccaf060f1845b","04-Dec-2020","ATM",487.6,0,487.6
"62695b3cf0cccaf060f18481","06-Dec-2020","ATM",0,"77,899.02","155,798.04"
"62695b3cf0cccaf060f18485","08-Dec-2020","ATM",0,"2,221.11","8,884.43"
"62695b3cf0cccaf060f1848d","08-Dec-2020","ATM",0,938.46,"6,569.19"
"62695b3cf0cccaf060f18497","09-Dec-2020","ATM",41,0,"160,174.71"
"62695b3cf0cccaf060f18498","09-Dec-2020","ATM",0,"53,391.57","106,783.14"
"62695b3cf0cccaf060f184b1","09-Dec-2020","ATM",0,"441,002.38","441,002.38"
"62695b3cf0cccaf060f184c6","10-Dec-2020","ATM",9.16,0,"3,735,961.16"
"62695b3cf0cccaf060f184d8","10-Dec-2020","ATM",0,"353,191.93","1,412,767.73"
"62695b3cf0cccaf060f184de","10-Dec-2020","ATM","119,646.80",0,"2,614,567.72"
"62695b3cf0cccaf060f184e0","10-Dec-2020","ATM","48,087.50",0,"1,769,933.56"
"62695b3cf0cccaf060f184f2","11-Dec-2020","ATM","29,845.00",0,"29,845.00"
"62695b3cf0cccaf060f18516","13-Dec-2020","ATM",457.8,0,"20,958.62"
"62695b3cf0cccaf060f1852d","14-Dec-2020","ATM",0,"35,213.49","211,280.97"
"62695b3cf0cccaf060f1852e","14-Dec-2020","ATM","1,813.38",0,"177,880.86"
"62695b3cf0cccaf060f18536","14-Dec-2020","ATM","1,286.80",0,"283,107.89"
"62695b3cf0cccaf060f18538","14-Dec-2020","ATM","1,683.40",0,"126,155.45"
"62695b3cf0cccaf060f18545","15-Dec-2020","ATM",0,46.35,370.83
"62695b3cf0cccaf060f1854a","15-Dec-2020","ATM",0,"53,976.75","53,976.75"
"62695b3cf0cccaf060f1854d","15-Dec-2020","ATM","3,629.94",0,"49,918.90"
"62695b3cf0cccaf060f18557","16-Dec-2020","ATM",0,"1,996.57","13,975.97"
"62695b3cf0cccaf060f185ad","18-Dec-2020","ATM",0.1,0,0.1
"62695b3cf0cccaf060f185b2","18-Dec-2020","ATM",0,100.02,500.09
"62695b3cf0cccaf060f185bc","19-Dec-2020","ATM","192,490.47",0,"264,928.05"
"62695b3cf0cccaf060f185c7","21-Dec-2020","ATM",2.4,0,"166,749.68"
"62695b3cf0cccaf060f185e6","22-Dec-2020","ATM","330,084.80",0,"484,720.76"
"62695b3cf0cccaf060f185ec","23-Dec-2020","ATM",0,"440,461.66",0
"62695b3cf0cccaf060f18608","25-Dec-2020","ATM",338,0,"3,548,010.93"
"62695b3cf0cccaf060f1860b","25-Dec-2020","ATM",0,"2,759,564.05",0
"62695b3cf0cccaf060f18610","25-Dec-2020","ATM",18.92,0,20.71
"62695b3cf0cccaf060f18612","25-Dec-2020","ATM",0,10.36,10.36
"62695b3cf0cccaf060f18614","25-Dec-2020","ATM",77,0,89.11
"62695b3cf0cccaf060f18618","25-Dec-2020","ATM",0,19.49,58.48
"62695b3cf0cccaf060f1862a","25-Dec-2020","ATM","204,754.00",0,"1,812,090.86"
"62695b3cf0cccaf060f18645","26-Dec-2020","ATM",3,0,"154,061.00"
"62695b3cf0cccaf060f1864f","26-Dec-2020","ATM",2.96,0,"530,555.31"
"62695b3cf0cccaf060f18656","27-Dec-2020","ATM",0,"162,889.80","325,779.60"
"62695b3cf0cccaf060f1866b","27-Dec-2020","ATM","1,137,783.00",0,"1,958,797.00"
"62695b3cf0cccaf060f18688","30-Dec-2020","ATM","1,090,277.50",0,"1,129,177.23"
"62695b3cf0cccaf060f186b6","31-Dec-2020","ATM",0,628,"4,396.00"
"62695b3cf0cccaf060f186b7","31-Dec-2020","ATM",0,439.6,"3,956.40"
"62695b3cf0cccaf060f186bb","31-Dec-2020","ATM","1,781,779.00",0,"2,471,989.20"
"62695b3cf0cccaf060f186bc","31-Dec-2020","ATM",0,"411,998.20","2,059,991.00"
"62695b3cf0cccaf060f186c2","31-Dec-2020","ATM","26,563.20",0,"2,098,934.73"
"62695b3cf0cccaf060f186d2","31-Dec-2020","ATM","136,756.72",0,"1,126,224.35"
"62695b3cf0cccaf060f186d5","31-Dec-2020","ATM",0,"1,317,657.08","1,317,657.08"
"62695b3cf0cccaf060f186e3","01-Jan-2021","ATM","1,078,689.00",0,"1,078,689.00"
"62695b3cf0cccaf060f1870e","04-Jan-2021","ATM",0,"46,562.22","46,562.22"
"62695b3cf0cccaf060f1871f","04-Jan-2021","ATM","10,395.00",0,"10,395.00"
"62695b3cf0cccaf060f18765","08-Jan-2021","ATM","253,088.10",0,"316,938.47"
"62695b3cf0cccaf060f18779","08-Jan-2021","ATM","1,213,624.00",0,"1,213,751.98"
"62695b3cf0cccaf060f1879e","10-Jan-2021","ATM","12,193.56",0,"12,193.56"
"62695b3cf0cccaf060f187ac","10-Jan-2021","ATM",59,0,"37,850.78"
"62695b3cf0cccaf060f187c4","12-Jan-2021","ATM",0,"34,948.27","279,586.18"
"62695b3cf0cccaf060f187cd","12-Jan-2021","ATM",0,"397,290.34","1,191,871.03"
"62695b3cf0cccaf060f187d7","12-Jan-2021","ATM",0,"120,343.29","240,686.59"
"62695b3cf0cccaf060f187e3","13-Jan-2021","ATM","3,566.00",0,"93,074.70"
"62695b3cf0cccaf060f187eb","14-Jan-2021","ATM","138,102.00",0,"1,509,300.60"
"62695b3cf0cccaf060f187f2","14-Jan-2021","ATM",0,"1,566,896.42",0
"62695b3cf0cccaf060f187f6","14-Jan-2021","ATM","1,543,409.00",0,"1,546,230.17"
"62695b3cf0cccaf060f187f9","15-Jan-2021","ATM",0,"322,248.11","966,744.33"
"62695b3cf0cccaf060f18802","17-Jan-2021","ATM",0,"57,849.24","173,547.70"
"62695b3cf0cccaf060f18806","18-Jan-2021","ATM",19.56,0,"626,899.84"
"62695b3cf0cccaf060f18818","19-Jan-2021","ATM",0,"17,915.90","17,915.90"
"62695b3cf0cccaf060f18819","18-Jan-2021","ATM",0,"35,831.79","35,831.79"
"62695b3cf0cccaf060f18821","19-Jan-2021","ATM",0,"1,134.68","9,077.44"
"62695b3cf0cccaf060f18825","19-Jan-2021","ATM",299.75,0,299.75
"62695b3cf0cccaf060f1882b","19-Jan-2021","ATM",100,0,"1,138,170.53"
"62695b3cf0cccaf060f1886e","22-Jan-2021","ATM",0,"873,232.51","5,239,395.08"
"62695b3cf0cccaf060f1887e","23-Jan-2021","ATM",2,0,"878,111.41"
"62695b3cf0cccaf060f1888a","23-Jan-2021","ATM",0,"252,668.23","1,768,677.62"
"62695b3cf0cccaf060f18898","23-Jan-2021","ATM",11.43,0,11.43
"62695b3cf0cccaf060f1889a","23-Jan-2021","ATM",443.48,0,452.62
"62695b3cf0cccaf060f1889d","23-Jan-2021","ATM",0,93.56,842.06
"62695b3cf0cccaf060f188a0","23-Jan-2021","ATM","509,569.75",0,"1,286,681.52"
"62695b3cf0cccaf060f188a2","23-Jan-2021","ATM","1,759,646.20",0,"1,844,451.72"
"62695b3cf0cccaf060f188b2","25-Jan-2021","ATM",0,"140,360.38","982,522.64"
"62695b3cf0cccaf060f188c3","28-Jan-2021","ATM",0,"45,457.66","45,457.66"
"62695b3cf0cccaf060f188de","30-Jan-2021","ATM",0,"7,499.24","52,494.64"
"62695b3cf0cccaf060f188f6","31-Jan-2021","ATM",0,"33,221.24","199,327.46"
"62695b3cf0cccaf060f188fc","31-Jan-2021","ATM",0,"9,567.72","57,406.31"
"62695b3cf0cccaf060f1891e","02-Feb-2021","ATM",8.2,0,"2,748,828.99"
"62695b3cf0cccaf060f1892f","02-Feb-2021","ATM",0,"382,887.84",0
"62695b3cf0cccaf060f18930","02-Feb-2021","ATM","19,530.75",0,"19,530.75"
"62695b3cf0cccaf060f18947","04-Feb-2021","ATM",0,"501,397.30","2,506,986.49"
"62695b3cf0cccaf060f1894e","04-Feb-2021","ATM",0,"423,881.16","2,119,405.81"
"62695b3cf0cccaf060f1895a","04-Feb-2021","ATM",0,"255,472.85","255,472.85"
"62695b3cf0cccaf060f18982","05-Feb-2021","ATM","2,567.00",0,"423,218.48"
"62695b3cf0cccaf060f18994","07-Feb-2021","ATM",0,"80,235.90","641,887.16"
"62695b3cf0cccaf060f189a8","07-Feb-2021","ATM",1,0,"229,641.68"
"62695b3cf0cccaf060f189b5","08-Feb-2021","ATM","53,924.00",0,"53,924.00"
"62695b3cf0cccaf060f189c0","08-Feb-2021","ATM","26,121.50",0,"32,297.14"
"62695b3cf0cccaf060f189c2","08-Feb-2021","ATM",636.18,0,"32,933.32"
"62695b3cf0cccaf060f189c9","08-Feb-2021","ATM",36.4,0,"384,566.70"
"62695b3cf0cccaf060f189d0","08-Feb-2021","ATM",0,"253,147.43","1,012,589.73"
"62695b3cf0cccaf060f189db","08-Feb-2021","ATM",0,"237,695.32","1,188,476.58"
"62695b3cf0cccaf060f189ec","08-Feb-2021","ATM",0,"53,967.25","161,901.75"
"62695b3cf0cccaf060f189f1","09-Feb-2021","ATM",0,"128,294.33","641,471.67"
"62695b3cf0cccaf060f189ff","09-Feb-2021","ATM",309.7,0,"1,105,519.46"
"62695b3cf0cccaf060f18a03","09-Feb-2021","ATM",0,27.82,139.1
"62695b3cf0cccaf060f18a05","09-Feb-2021","ATM","2,989.00",0,"3,128.10"
"62695b3cf0cccaf060f18a0f","09-Feb-2021","ATM","1,831.40",0,"88,934.42"
"62695b3cf0cccaf060f18a13","09-Feb-2021","ATM",0,"11,116.80","44,467.22"
"62695b3cf0cccaf060f18a29","09-Feb-2021","ATM",3,0,"43,641.30"
"62695b3cf0cccaf060f18a3a","09-Feb-2021","ATM",0,"133,055.83","1,197,502.45"
"62695b3cf0cccaf060f18a7b","11-Feb-2021","ATM",0,"45,044.08","270,264.49"
"62695b3cf0cccaf060f18a93","14-Feb-2021","ATM",31.1,0,"122,997.96"
"62695b3cf0cccaf060f18a95","14-Feb-2021","ATM",6.19,0,6.19
"62695b3cf0cccaf060f18aba","14-Feb-2021","ATM",0,54.94,384.61
"62695b3cf0cccaf060f18acd","14-Feb-2021","ATM",0,"99,867.89","399,471.54"
"62695b3cf0cccaf060f18ae4","17-Feb-2021","ATM","1,746.00",0,"827,769.57"
"62695b3cf0cccaf060f18ae7","17-Feb-2021","ATM",0,"83,117.19","748,054.69"
"62695b3cf0cccaf060f18aea","18-Feb-2021","ATM",6.82,0,"561,064.64"
"62695b3cf0cccaf060f18aee","18-Feb-2021","ATM",0,"25,047.53","150,285.17"
"62695b3cf0cccaf060f18afb","19-Feb-2021","ATM",134.41,0,"43,914.68"
"62695b3cf0cccaf060f18afe","19-Feb-2021","ATM","5,232.00",0,"954,280.68"
"62695b3cf0cccaf060f18b06","20-Feb-2021","ATM",278.7,0,"819,623.62"
"62695b3cf0cccaf060f18b2c","21-Feb-2021","ATM","557,357.25",0,"1,367,502.53"
"62695b3cf0cccaf060f18b4a","22-Feb-2021","ATM","31,128.00",0,"31,613.80"
"62695b3cf0cccaf060f18b4d","22-Feb-2021","ATM",0,"11,122.63","22,245.27"
"62695b3cf0cccaf060f18b6b","23-Feb-2021","ATM","1,356.70",0,"62,373.07"
"62695b3cf0cccaf060f18b7e","25-Feb-2021","ATM","1,686,614.75",0,"1,854,902.00"
"62695b3cf0cccaf060f18b87","25-Feb-2021","ATM",0.1,0,"1,511,298.74"
"62695b3cf0cccaf060f18b8c","25-Feb-2021","ATM",0,"134,629.28","538,517.14"
"62695b3cf0cccaf060f18b92","25-Feb-2021","ATM",308.7,0,"411,363.63"
"62695b3cf0cccaf060f18b94","25-Feb-2021","ATM",0,"411,370.63",0
"62695b3cf0cccaf060f18ba0","25-Feb-2021","ATM","16,457.00",0,"60,369.38"
"62695b3cf0cccaf060f18ba8","26-Feb-2021","ATM",39.6,0,"116,918.41"
"62695b3cf0cccaf060f18bad","26-Feb-2021","ATM",0,"12,834.57","77,007.43"
"62695b3cf0cccaf060f18bae","26-Feb-2021","ATM","18,165.92",0,"95,173.35"
"62695b3cf0cccaf060f18bbe","26-Feb-2021","ATM","15,016.30",0,"69,435.50"
